Aboni gazeton, revuon, servon, dissendolisto.
Gitaro estas tre malnova muzikilo.
Granda hobio mia estas Esperanto.
Granda latuna blovinstrumento kun valvoj.
Granda oratoro pri religiaj temoj.
Granda parolisto estas duba faristo.
Granda spegulo sur unu muro.
Granda ĝojo inundis mian animon.
Granda, sed diference de aliaj.
Grandan antaŭdankon por la kotizo.
Grandan dankon pro la averto!
Grandega tasko, super homaj fortoj!
Grandega venko super ruĝaj konspirantoj!
Grandioza boato atingis la bordon.
Grandioza kaldrono, bolinta dudek jarcentojn.
Gratulon al la premiita tradukinto!
Gratulon al tiuj kiuj spektis.
Gratulon pro via kortuŝa muziko.
Gravan rolon ludas la afableco.
Gravas eviti miskomprenojn pri ekumeno.
Gravas havi bonan profesion hodiaŭ.
Gravas humuro, ĉu estas klare?
Gravas ne vero, sed realpolitiko.
Gravas neniam diveni laŭ intuicio.
Gravas – promesi pli multe.
Gravas, ke vi scias Esperanton.
Gravita efiko de paŝtista satelito.
Griza ligno estas tre fortika.
Grize estas markitaj lingvoj nehindeŭropaj.
Grotoj de Azerbajĝano nombras kelkmil.
Grupo da policanoj gardostaris flanke.
Gutaperkaj globoj naĝis super kapoj.
Ha jes, kompreneble, li petveturis!
Ha, jen, ankoraŭ iom varma!
Ha, kian sensencaĵon mi elpensas!
Ha, kiel glacie malvarmega, bongusta!
Hakado de ligno donas lignerojn.
Halucinoj povas afekti ĉiujn sensojn.
Hanson estas anglalingva familia nomo.
Havanta, entenanta iom da io.
Havu bonan sanon kaj feliĉon.
Havu kuraĝon diri la veron.
Hazardajn erarojn oni povas pardoni.
He, kio okazas ĉe vi?
He, kuŝiĝu sur la ferdekon!
He, volapukistoj el la arbaro!
Hej, mi revenas kun forto.
Hejmbestaj amantoj kiel vi mem.
Hejme mi ne havas interreton.
Hejmen ili revenis dum krepuskiĝo.
Hejmeniru kaj vizitu viajn gepatrojn.
Hela ruĝo kovris liajn vangojn.
Hela taglumo en la ĉambro.
Heleno tre miris pri tio.
Helikoptero devas plenumi du aferojn.
Heliĝis, ni decidis serĉi aliloke.
Helpantaj spiritoj prenas multajn formojn.
Helpi enlandajn kaj eksterlandajn geesperantistojn.
Helpo estas bonvena de eksterlande.
Helpos traduko en ajnan lingvon.
Helpu al Vikipedio plilongigi ĝin.
Helpu nin pli helpi ilin!
Helpu nin solvi tiun problemon!
Heroo de Pollando kaj Usono.
Hierarkioj ekzistas sur multaj kampoj.
Hieraŭ estis dek grenadoj pafitaj.
Hieraŭ la vetero estis serena.
Hieraŭ mi aŭskultis la koncerton.
Hinda Katolikismo havas Naziajn ideojn!
Hinduoj kaj islamanoj amase mortis.
Hispana universitato subtenas la evoluon.
Historia fono ankaŭ estas senriproĉa.
Historie, unue aperis konduktilaj telefonoj.
Ho Vi bonkora Patro, Dio!
Ho kiel malfeliĉa mi estas!
Ho kunulo de Mia Trono!
Ho mirinda, ho admirinda neceso!
Ho ne dankon al vi!
Ho ne, ŝi neniun deziras!
Ho tion vere feliĉigus min!
Ho, Eduardo, ŝia unusola amo!
Ho, ankaŭ vi, monstro, bolos!
Ho, diru, kio estas tio?
Ho, kiel interese estos vojaĝi!“
Ho, kiel mi danku vin?
Ho, kiel multe mi militis!
Ho, kiel vi estis ŝokita!
Ho, kio estas do okazinta?
Ho, kiom multe da lingvoj!
Ho, kiom ni estas vantemaj!
Ho, mi al vi rakontos!
Ho, mia dolĉa, mia kara!
Ho, se mi estus riĉa!
Ho, se mi estus ĉeestinta!
Ho, se mi kapablus pardoni!
Ho, se mi kuraĝus eliri.
Ho, tedaj geavoj!, pensis mi.
Ho, tio ne estus grava!
Ho, tiuj karaj, bonegaj fremduloj!
Ho, vi havas bonegan memoron.
Ho, ĝi havas novan noton.
Hodiaŭ aliĝis lernanto el Germanio.
Hodiaŭ estas pli da flekseblo.
Hodiaŭ estis varme tutan tagon.
Hodiaŭ ili estas nomataj araboj.
Hodiaŭ mi decidis lerni Esperanton!
Hodiaŭ mi parolu pri kafeino.
Hodiaŭ mi ricevis la biletojn.
Hodiaŭ mi stultas, ŝi pensis.
Hodiaŭ ne ekzistas tiu senkulpigo.
Hodiaŭ neniu suferu, eĉ malamikoj.
Hodiaŭ ni festas du eventojn.
Hodiaŭa konsumanto estas emocia celo.
Homaj civilizacioj ĉiam konstruis murojn.
Homo devas fari bonajn agojn.
Homo eĉ ne emas morti.“
Homo havas unu tritikan grajnon.
Homo ludas en naturo ĉefrolon.
Homoj bezonas feston almenaŭ malofte.
Homoj ekpensas pri feliĉa tempo.
Homoj estas avidaj kaj kruelaj.
Homoj kantas kaj dancas surstrate.
Homoj kunpuŝiĝis por ilin ekvidi.
Homoj obeas al fortaj vokoj.
Homoj ĉi tie estas amikaj.
Homoj ĉiam ripetis sian humoron.
Homoj, defendu ni nian kulturon!
Homon eblas ofendi, kiel vundi.
Honoron kaj laŭdon al ili!
Horora odoro plenigis la lokon.
Humoro kruela, senkompata, terure efika.
Ia Generalo kaj neniu alia.
Ia influon, kiu aliigas lin.
Ia tero, estas maljuna servisto.
Iafoje estas nur nuanca diferenco.
Iajn paneojn ili havas, vidu.
Iam estis grupo da malfeliĉuloj.
Iam estis reĝo tre justa.
Iam gruo vivis ĉe lageto.
Iam ili diskutis pri alkoholo.
Iam instruisto havis du lernantojn.
Iam kondutas tiamaniere homoj senkulpaj.
Iam mi sonĝis pri Esperanto.
Iam okazas ke homoj krokodilas.
Iam tamen ekzistis ĉevalaj tramoj.
Iam vivis tri bonaj amikoj.
Iam ĝi leviĝis kontraŭ vin.
Ideale ĝi devas esti malplena.
Ideale, artikoloj plaĉu al ĉiuj.
Iel laca kompreneble mi estis.
Ili alportas la Esperantan lingvon.
Ili alpremiĝis antaŭe, pro vento.
Ili alvenis ĉe la stacidomo.
Ili ambaŭ estis bonaj homoj.
Ili ambaŭ estis decidemaj homoj.
Ili ambaŭ estis egale kvalifikataj.
Ili ambaŭ eĉ ĉesis spiri.
Ili ambaŭ silentis sufiĉe longe.
Ili amuziĝis dum dudek minutoj.
Ili ankaŭ ne montras tempon.
Ili ankaŭ pli bone konserviĝas.
Ili ankaŭ plifortigas la folion.
Ili ankoraŭ ne povis alveni.
Ili apartenas al la Sekretariejo.
Ili apartenas al tri lingvofamilioj.
Ili apartenis al artefarita lingvo.
Ili apartenis al malbonhumora pordisto.
Ili apenaŭ konsentus pri tio.
Ili aperis ne kiel armilo.
Ili atendis kun retenita spiro.
Ili aŭskultas ĝin ordinare vespere.
Ili baldaŭ alvenis ĉe boatejo.
Ili celas instrui la Saĝon.
Ili certe komprenus la situacion.
Ili daŭrigis sian interrompitan interparoladon.
Ili devas refoje esti metiejoj.
Ili devas rekonsideri iliajn agojn.
Ili devas veni ĉi tien.
Ili devigos siajn popolojn batali.
Ili devis atendi la redaktoron.
Ili devis lerni novajn biografiojn.
Ili devis transiri altajn montojn.
Ili devos rekomenci la tuton.
Ili deŝiriĝas subite, falas teren.
Ili do estas danĝeraj ruboj.
Ili do havas malmultan rompiĝemon.
Ili do ne estis sennaciistoj.
Ili donas nur minimumajn garantiojn.
Ili eble vokos fakulojn, specialistojn.
Ili ekflugas post forta elano.
Ili ekvidis la mortantan lupon.
Ili ekzemple entreprenas librotenadon, diversnivelan.
Ili elektos tion plej interesan.
Ili eliros amase por voĉdoni.
Ili entute ne havas nervojn.
Ili estas avidaj kaj kaŝemaj.
Ili estas diktatoroj sen povo.
Ili estas en granda malliberejo.
Ili estas interesaj kaj instruoplenaj.
Ili estas ja homoj bonaj!
Ili estas kondiĉitaj por tio.
Ili estas la amfibiaj aviadiloj.
Ili estas malĝentilaj, ni scias.
Ili estas niaj surlokaj reprezentantoj!
Ili estas nur ege malĝojaj.
Ili estas nur etaj nombroj.
Ili estas obeemaj, fidelaj, kuraĝaj.
Ili estas preskaŭ kiel homoj.
Ili estas senĉese pli riskaj.
Ili estas stile tre malsamaj.
Ili estas tre duraj risortoj.
Ili estas tute trafeblaj objektivoj.
Ili estis decidantaj ĉion kune.
Ili estis grandaj kaj fortaj.
Ili estis honestaj kaj diligentaj.
Ili estis instigitaj per rasismo.
Ili estis malsekaj, sed bonfartaj.
Ili estis stuporigitaj de tio.
Ili estis travivantaj la eventon.
Ili estis tre intimaj amikoj.
Ili estis vestitaj kiel anĝeloj.
Ili estis vestitaj per tunikoj.
Ili eĉ malkonsentis scienculajn klarigojn.
Ili faris ankaŭ agrikulturan laboron.
Ili faros sian profesian laboron.
Ili flugas plej ofte malalte.
Ili flugis al la suno.
Ili fuŝis, ili devus pagi.
Ili havas tre afablajn gefilojn.
Ili havas tre fajnan nazon.
Ili havis opinion tute malsaman.
Ili havis ĝuste saman tatuaĵon.
Ili instigu nin al agado!
Ili interesiĝis unuavice pri mono.
Ili interparolis ne tre longe.
Ili iĝis unu sola aŭreolo.
Ili ja estas personoj interesitaj.
Ili ja povas preni infanon.
Ili ja same ŝminkas sin!
Ili jam atingis la pordon.
Ili jam vundis Esperanton sufiĉe.
Ili kantis, ĉu vi scias?
Ili kaŭzis amason da murdoj.
Ili klare havas interlingvistikajn aspektojn.
Ili klopodas malfruigi la neeviteblan.
Ili klopodis sen ajna kompreno.
Ili komencis pridiskuti la projekton.
Ili komencu kontraŭlabori la teroradon.
Ili konatiĝis en la universitato.
Ili konatiĝis pere de Esperanto.
Ili kondukis tiun ĉi fraŭlinon.
Ili kondutas laŭ kaprica plaĉo.
Ili kreskas en Azio, Hindio.
Ili kunloĝis en sama domo.
Ili kuŝaĉu sub la markezo.
Ili laboras inter ni ĉiuminute!
Ili legis la hieraŭan gazeton.
Ili lernu ankaŭ aliajn lingvojn.
Ili longe daŭrigis la serĉon.
Ili loĝis en Antikva Grekio.
Ili maldormis la tutan nokton.
Ili manĝis, trinkis kaj dancis.
Ili memoras Hitleron estis Katoliko!
Ili militas, kreas grandan armeon.
Ili min opinias iu paraŝutistino.
Ili mortis antaŭ okdek jaroj.
Ili moviĝis en plena mallumo.
Ili nature ŝatis mortigi bestojn.
Ili naĝas bone kaj volonte.
Ili naĝas tien kaj reen.
Ili ne devas elekti ĝin.
Ili ne divenis la aferon.
Ili ne esploris tiun temon.
Ili ne estas la sama.
Ili ne estas laŭ Fundamento.
Ili ne estas por kunlaboro.
Ili ne estas produkteblaj grandamase.
Ili ne forlasas la gregon.
Ili ne konsciis la belecon.
Ili ne lasas min trankvila.
Ili ne lertas en flugado.
Ili ne longe devos atendi.
Ili ne nur tiel aspektis.
Ili ne povas perdi ĝin.
Ili ne povis agi alimaniere.
Ili ne travivis longe tamen.
Ili ne uzas senpaŝajn klavojn.
Ili neniam kaj nenion ekscios.
Ili neniam plu manĝis viandon.
Ili nur politikigis la temon.
Ili nutriĝas per sovaĝaj fruktoj.
Ili obeas kaj fidas lin.
Ili ofte malfermas siajn vostojn.
Ili parolas gaje, ridas, ekscitiĝas.
Ili paŝis en la ĉambron.
Ili pekas, sekve, ili ekzistas!
Ili pensu kion ili volas.
Ili persistis dum multaj jaroj.
Ili planis anonci sian gefianĉiĝon.
Ili pli beligas nian vivon.
Ili pli forte emfazas negativecon.
Ili povus fariĝi bongusta manĝaĵo.
Ili preskaŭ faras ĉion memstare.
Ili prezentiĝis en diversaj koloroj.
Ili preĝis kun nekovrita kapo.
Ili pri mi ankoraŭ rememoros!
Ili pridiskutis iom el fiziko.
Ili produktas tiun bieron duloke.
Ili proksimiĝis al la celo.
Ili provis dum kelkaj minutoj.
Ili provokas ĉiujn kontraŭ ĉiuj.
Ili regule ŝanĝis mian baptonomon.
Ili reproduktigas en norda Nordameriko.
Ili restas multaj sur branĉetoj.
Ili restos en nia memoro.
Ili revenos post tri tagoj.
Ili ripozu en indulga silento!
Ili ruliĝas sur la planko.
Ili salutis unu la alian.
Ili sendas al vi mesaĝon.
Ili senkulpigis kaj liberigis lin.
Ili sentis mian malbonan energion.
Ili sidas ĉirkaŭ la tablo.
Ili sidaĉis malgaje kaj ploretis.
Ili simbolis forton kaj potencon.
Ili simple ne interesas min.
Ili sukcesis pensigi kaj distri.
Ili tamen elĉerpiĝis tro baldaŭ.
Ili tamen penis, ĉu ne?
Ili tion eĉ ne kaŝas.
Ili tion permesis al li.
Ili tion tre ruze elpensis!
Ili trairas stratojn, mallongajn vojojn.
Ili transfuzis kvincent kubajn centimetrojn.
Ili transloĝiĝis en najbaran vilaĝon.
Ili transportas informon al muskoloj.
Ili tre malhelpis al ni.
Ili tuj perdis la vidkapablon.
Ili turniĝis al la rokoj.
Ili tute ne estis glitemaj.
Ili uzas malsamajn vortojn, certe.
Ili uzas plej simplan vortprovizon.
Ili uzatas por fermentado bieroj.
Ili varias ĉe la bestoj.
Ili vegetas en degraditaj ejoj.
Ili vivas kun hipotekanta estonteco.
Ili vivas plej ofte duope.
Ili vivas simple sen luksaĵo.
Ili ĉasas frumatene kaj krepuske.
Ili ĉasas, ĝenas min, verdire.
Ili ŝatas drinki kaj interbati.
Ili ŝategas debati pri kuriozaĵoj.
Ili ĉi tie vespermanĝas, vidu.
Ili ĝin uzas tre ofte.
Ili ĉiuj estas kvazaŭ mallongigitaj.
Ili ĉiuj estis tre saĝaj.
Ili ĉiuj ŝajnas kontentiĝi multe.
Ili ĝuas simple la ferion.
Ili, kiuj studas, pligrandiĝas ĉiutage.
Ili, probable, havas grandan bandon.
Ili, verŝajne, aŭdis min same.
Ilia fervoro tre impresis min!
Ilia flanko estas tute senkulpa.
Ilia kontribuo estigis longan ovacion.
Ilia linio ankaŭ ne respondas.
Ilia morto estis natura fenomeno.
Ilia nombro ne estas limigita.
Ilia supra lipo estas senhara.
Ilia unua infano li estis.
Ilia ĝardeno tuŝis nian ĝardenon.
Iliaj filoj fariĝis bonaj amikoj.
Iliaj produktantoj gajnas multan monon.
Iliaj vizaĝoj brilis pro ĝojo.
Ilian koron plenigis peza malĝojo.
Ilin fiksas la konkurenca merkato.
Ilin konvinkos nur la tempo.
Ilin kvazaŭ knedis la Historio.
Ilin malobservante oni faros erarojn.
Ilin mi aĉetis de senlaborulo.
Ilin neniu instruis pri tio.
Ilin prononcis nekonata virina voĉo.
Imagu akvarion plena de akvo.
Imagu ion, kio ripetas sin.
Imagu ke patrino vokas min.
Imagu nian mondon kiel platon.
Imagu tri dekojn da unuaklasanoj.
Imagu, ke estus du homoj.
Imagu, ke ni vidus Jesueton.
Imagu, ĝuste kion mi pensis.
Indas komuniki ĝin al ĉiuj!
Indas legi kaj relegi ĝin.
Indiferente mi rigardadas la montrofenestrojn.
Individuoj ne plu tiom efikas.
Infana amo estos, eĉ versaĵoj.
Infano kia li tiam estis!
Infano ne estas matura homo.
Infano spertas malsamecon kiel danĝeran.
Infano ŝi ŝategas maski sin.
Infanoj ne estas maturaj homoj.
Infanoj ofte havas malbonajn sonĝojn.
Infanoj volis aŭskulti mian rakonton.
Infanon oni trovis ĉe patrino!
Informado kaj rimedojn por kontribuantoj.
Informoj per la servo Facebook.
Informu kiel vi povas helpi.
Inoj kutime konstruas nestojn solaj.
Inspektoro – kontrolistojn el ministerio.
Inspiriĝu kaj verku por Kontakto.
Intencu legi per aŭtomataj tradukiloj.
Inter ili aperis akra konturo.
Inter ili estis Lia patrino.
Inter ili estis maljuna homo.
Inter ili estis multaj poloj.
Inter ili staras ankaŭ mi.
Inter ni ne estis ombro.
Inter si ili parolas multe.
Inter tiuj ankaŭ estis Salva.
Inter tiuj estis mia patro.
Inter vilaĝaj domoj dancas infanoj.
Interalie, minacas ebleco de mondmilito.
Interalie, ĉu vi havas knabinon?
Interesa ankaŭ estis la prelego.
Interesas min tekniko, ekologio, politiko.
Interese estos, kiuj respondoj venos.
Interese pri kio Vi skribis.
Interese, al kio strebas Aleksandro?
Interese, kiu pri ĝi responsas?
Interesis min la aliaj lingvoj.
Internacia Unuiĝo de Esperantistaj Societoj.
Internacia Unuiĝo de Esperantistaj Societoj.
Interne de ĝi ekzistas imagoj.
Interne de ĝi ekzistas objektoj.
Interne de ĝi ekzistas realecoj.
Interrompi sin ŝi ne permesis.
Intertempe aliĝis deko da homoj.
Intertempe li alpaŝas al skribotablo.
Intertempe li eltrovis ion alian.
Intertempe mi mem bakas kukon.
Intervjuon vi trovos ĉi tie.
Inversa perspektivo donas surprizajn konstatojn.
Io ekzumis en la aero.
Io en ili estis komuna.
Io estas sub la tablo.
Io, kio la homon transcendas.
Io, videble, de grandega malkvieteco.
Iom da detaloj troveblas tie.
Iom da stipendia helpo haveblas.
Iom flanken bruis popola festeno.
Iom malpli – la scienca.
Iom pli poste ili mortas.
Iom pli proksime al dioj!
Iom post iom ili alkutimiĝis.
Iom post iom, esperanto disvastiĝas!
Iom, eble, sed fundamente ne.
Iomete glitfalis sur rosa herbo.
Iomete ni purigas la ferdekon.
Ion ajn, sed ne preteratenton.
Irako, Afganio neniam atakis Koreion.
Iri al la konvena kategorio.
Iri por kvalito super kvanto.
Iru, mi montros la mapon.
Iru, ni lavos viajn vundojn.
Iru, ordonu levi la ankron.
Islamano estas ano de islamo.
Islamanoj tie havas gravajn moskeojn.
Iu ajn povas aperi senaverte.
Iu estas en la preĝejo.
Iu estis batanta sian edzinon.
Iu frapas al la pordo.
Iu gasto decidas provi tion.
Iu kamparano vendis gravedan bovinon.
Iu malgranda birdo estis speciala.
Iu montris ĝin al mi.
Iu ne enlasas la bravulojn.
Iu proponis halton kaj ripozon.
Iufoje estis viro en vojaĝo.
Iuj agas ekster sia kapablo.
Iuj ankaŭ estis tiel malsaĝaj.
Iuj homoj kabeis pro tio.
Iuj homoj suferos pro vundiĝo.
Iuj priskriboj konformas al antaŭjuĝoj.
Iuj restis ankoraŭ tute bovidoj.
Iuj vidis ĝin havante kornojn.
Iumaniere mi plu amas ŝin.
Iun salajrulon, sed ne paraziton.
Iun tagon alvenis dika letero.
Iun tagon li renkontis saĝulon.
Iunokte restis kelkaj neeksplodigitaj obusoj.
Iutage li eliris por inspektado.
Iutage, la Budho vizitis monaĥejon.
Iĝante murdistoj, ili kulpas duoble.
Ja ekzistas la vera kontraŭjudismo.
Ja ekzistas tute neatingeblaj marĉoj.
Ja estis tre tenta propono!
Ja forfalis la konkurenca stimulo.
Ja honeste ni devas vivi.
Ja iel oni sukcesas sciigi.
Ja ili beligas la vivon.
Ja ili ne estas homoj.
Ja inoj pro tio freneziĝas.
Ja kial li estas profesoro?
Ja la fortoj preskaŭ finiĝis.
Ja li havas sian oficejon.
Ja mi estas kun vi!
Ja mi ne estas sama.
Ja mi ne estas statuo.
Ja mi nun ĉion povas.
Ja mi nur lin popularigas.
Ja mi vidas vian vizaĝon.
Ja mi volis aĉeti ĝin.
Ja mortas homoj pro malsanoj.
Ja ne, ho dio, infanajn!
Ja ni devas iri pluen.
Ja pasis ankoraŭ dudek jaroj!
Ja por io ĝi estas.
Ja por mi estas tutegale.
Ja povas okazi nekorektebla erareto.
Ja povis ankaŭ li laciĝi!
Ja tio estas speciala aparataro.
Ja trompi lin estas triviale.
Ja vi estas mia familio.
Ja vi finis la akademion.
Ja vi nun ĉion scipovas!
Ja vi unua lin batis.
Ja, ĉiu infano havas sekreton.
Jado renkontas niajn bezonojn perfekte.
Jam aliĝintaj kolektivoj ne pagas.
Jam aŭdiĝis pri novaj detaloj.
Jam centfoje mi vidis ilin.
Jam duonhoron mi vin prilaboras.
Jam estas mecenato en Benino.
Jam estas mecenato en Svislando.
Jam forpasis tiom da tagoj.
Jam la morto liberigis lin.
Jam la unua linio defias.
Jam malheliĝis, kiam li alkuris.
Jam mi ne povis moviĝi.
Jam mi pensis pri tio!
Jam ne ekzistas tiu homo.
Jam tia estas la kutimo.
Jam venis la tempo disiĝi.
Japana teknologio faras fiŝojn flugi.
Je Dio, jenon mi faros!
Je dio, mi ne malkuraĝas.
Je kio ili kredas, mortante?
Je kioma vi iras dormi?
Je kiu veto ni ludas?
Je la amo de Dio!
Je la deka horo antaŭtagmeze.
Je la justeco de Dio!
Je la konto de Varieteo.
Je la plej sankta nomo!
Je malsukceso tio estas eraro.
Je ĝi kunvivas multaj popoloj.
Jen adoro, kiun budhanoj praktikas.
Jen al kio ni strebas.
Jen al vi sekreta sekto.
Jen al vi ĉio pura.
Jen alia afero facile riparebla.
Jen analizo el junula vidpunkto.
Jen ankaŭ mi ne sukcesis.
Jen bona libro por lernemulo.
Jen cindrujo, se vi deziras.
Jen do nia paradoksa konkludo.
Jen du homoj, egale honestaj.
Jen elektra akvumilo sen elektro!
Jen elirpunktoj por plua diskutado.
Jen estas la pura beleco.
Jen estas la telegrafa kvitanco.
Jen estas limo inter policejoj.
Jen estas tre granda mistero.
Jen estis la sama lago.
Jen estis la ĝusta tempo.
Jen grava celo laŭ mi!
Jen ili nomas Lin Sinjoro.
Jen jam la jaketon deprenis.
Jen kelkaj ekzemploj en Francio.
Jen kelkaj fotoj fotitaj tie.
Jen kelkaj konsiloj por memlernado.
Jen kia estis la pafo!
Jen kia vi maldika iĝis!
Jen kian ŝi vorton diris!
Jen kiel ili kutime funkcias.
Jen kiel tie estas skribite!
Jen kio povas pereigi homon.
Jen la artefarite verkita teksto.
Jen la destino de minoritatoj.
Jen la rezulto de tio.
Jen la strato Karlo Markso!
Jen la ĉefpaĝo en Esperanto.
Jen lia filozofio en praktiko!
Jen liaj piloloj por saniĝo.
Jen listo de la lecionoj.
Jen listo de naziaj rokbandoj.
Jen listo de polaj esperantistoj.
Jen ludejo por iliaj ideoj.
Jen ludejo por iliaj ideoj.
Jen malgranda cervido aperis tie.
Jen maljunulino Tero tiel siblas.
Jen mi havis unu amikon.
Jen mi malkaŝas la respondon!
Jen mi vidas unu grandan.
Jen mi ŝiros viajn orelojn!
Jen mia koro reagas strange.
Jen mia pago al tio.
Jen minora perlo, mi dirus.
Jen ni decidos kaj malpermesos.
Jen ni lasas la atentigojn.
Jen ni perdos kvincent talerojn.
Jen ni, tie estas ni.
Jen plu en la angla.
Jen pri ili mi ofendiĝas.
Jen provu, aranĝu ĉi tion!
Jen rigardu, kion vi faraĉis!
Jen tie, ĝi ja estis!
Jen tio estas etika konduto.
Jen tio ĉi vere strangas.
Jen tion ŝi vere bezonis.
Jen unu el miaj mentoroj.
Jen unu inter multaj aliaj.
Jen valoroj hodiaŭ urĝe bezonataj!
Jen vasta programo, vi dirus.
Jen vi interesiĝas pri natursciencoj.
Jen videblas iu malgranda punkto.
Jen ĝi, la plej ĉefa!
Jen ĝi, mia cipresa paradizo.
Jen ĉio, kion ili vidis.
Jen ĉio, kion mi pensas.
Jen, kion vi ne komprenas!
Jen, lasta deziro de mortanto.
Jen, ni atingis la celon.
Jen, ĝuste traveturi la montaron.
Jes nefakuloj, sed ne stultuloj.
Jes ĝi tre bone odoras.
Jes, Esperanto donas senliman amikecon!
Jes, benu nin, Sankta Patro.
Jes, definitive li estas trolo.
Jes, el miaj plej ŝatataj.
Jes, estas li, la malfeliĉulo.
Jes, estis kelkaj interesaj malkonsentoj!
Jes, evidente, tiaj eraroj svarmas.
Jes, ili fakte havas multon.
Jes, jes, ial ne deziris.
Jes, jes, ĉio estas vero!
Jes, kamarado kolonelo, estos plenumite.
Jes, kompreneble mi povus atendi.
Jes, kvin jaroj kaj duono.
Jes, la Biblio malaprobas ebriecon.
Jes, mi bone scias tion.
Jes, mi diras, estos farite.
Jes, mi estas, Via Moŝto.
Jes, mi ne vidas elekton.
Jes, mi sentas teruran angoron.
Jes, mi spektis la filmeton.
Jes, mi tion bone memoras.
Jes, mi trinkas kafon nigran!
Jes, mi ŝatus vidi tion.
Jes, militoj nun ankaŭ daŭras.
Jes, multon mi ne komprenas.
Jes, ne etoson, sed etosojn.
Jes, ni eliras, preskaŭ volonte.
Jes, ni havis interesajn demandojn.
Jes, ni nenion konkretan atingis.
Jes, pri kio do mi?
Jes, provoki tre bone povas.
Jes, sed per kia mono?
Jes, tiaj okuloj ili estas.
Jes, tiel La Ondo funkcias.
Jes, tio estas grava kontraŭargumento.
Jes, tio estas preskaŭ universalaĵoj.
Jes, tio estas turko, kadavro.
Jes, tio estis amuza afero.
Jes, tion kredas ankaŭ mi.
Jes, tutkore mi tion petas.
Jes, venis tempo liberigi ilin.
Jes, vi estas beleta afektulo.
Jes, vi povas ŝpari monon.
Jes, vi tute pravas, kompreneble!
Jes, via ĉefo estis enamiĝinta.
Jes, vino, vidi, per vino.
Jes, ĉiuj miaj amikoj venis.
Jesi estas komunumo de Italio.
Jesueto, ĉu vi amas min?
Jozefo skribis Esperantan ekzercon legeble.
Jubile mi la tagojn startas.
Jubileoj, tamen, estas aprezinda afero.
Judoj ne rajtis porti armilojn.
Julia sunradio posttagmeza blindumis ŝin.
Junaj elefantoj estas kaptitaj sovaĝe.
Junulo, preskaŭ infano, apenaŭ deksepjara.
Kaj Aleksandro heredis tiun kapablon.
Kaj Viola rakontis interesan epizodon.
Kaj al li okazis apendicito.
Kaj aldone esti tute ruinigata!
Kaj aliaj malsanuloj estis sufiĉaj.
Kaj ankaŭ al vi konsilas.
Kaj ankaŭ de via filino!
Kaj ankaŭ estas la novuloj.
Kaj ankaŭ kun la profetoj.
Kaj ankaŭ lukti ili ĉesis.
Kaj ankaŭ malfacile estas, verŝajne.
Kaj ankaŭ panikigas la malsanulejon.
Kaj ankaŭ pri ni aliuloj.
Kaj ankaŭ vi silenti scipovas.
Kaj ankaŭ vi tion komprenu.
Kaj ankaŭ vi, eskorto, eksidu.
Kaj ankaŭ ŝi pensis tion.
Kaj ankoraŭ foje, kaj ankoraŭ!
Kaj aperis ankoraŭ unu miraklo.
Kaj certe ankaŭ sur mia.
Kaj certe ne pli inteligenta.
Kaj certe, ni ne interkonsentis.
Kaj certe, pri siaj venkoj.
Kaj cetere, ĝi estas amuza.
Kaj de aliaj similaj problemoj.
Kaj decas ke estu tiel.
Kaj defendus sen ajna protekto.
Kaj denove bluis la alto.
Kaj eble, ne nur mian.
Kaj efektive tiel ja estas.
Kaj ekstere jam brulis lumo.
Kaj ekzistas dek du kartoĉoj.
Kaj ekzistas multaj tiaj homoj.
Kaj entombigi amikojn estas traŭmato.
Kaj estas aliaj kiel mi.
Kaj estas io por ĉiu.
Kaj estas unu neidentigita spuro.
Kaj eĉ la titolon elpensis.
Kaj eĉ ne laca, ĉu?
Kaj eĉ snufanta pro plezuro.
Kaj fakte li estos prava.
Kaj fakte ne tro komprenis.
Kaj fine denove ĝi malaperis.
Kaj fine, mi kreis blogerojn.
Kaj hodiaŭ ĉio perfekte funkciis.
Kaj homoj deziregas kompreni Silke.
Kaj humide briletas la mentono.
Kaj ili estis treege feliĉaj.
Kaj ili iris ambaŭ kune.
Kaj ili kontentigas min ege.
Kaj ili malsatas, malvarmiĝas, doloras.
Kaj ili sukcesas en tio!
Kaj ili ĉiuj estas mirindaj!
Kaj ilin tri oni elpelos.
Kaj iun tagon li alvenis.
Kaj jam la temo finiĝis.
Kaj je kio ni esperu?
Kaj jen alvenis la tempo.
Kaj jen kiel li decidiĝis.
Kaj jen kio okazis unufoje.
Kaj jen la reiro hejmen.
Kaj jen rusa maljuna doktoro.
Kaj jen tiu sensenca decido.
Kaj jen via sunradia kuraĝigo!
Kaj jes, certe estis bone.
Kaj kia estas tiu praktiko?
Kaj kia estas via patronomo?
Kaj kiaj tie estas knabinoj!
Kaj kial malakcepti tian privilegion?
Kaj kial ne la taksio?
Kaj kial ne per preĝo?!
Kaj kial vi nenion manĝas?
Kaj kial vi parfumis vin?
Kaj kian banujon ni havas!
Kaj kie estas la akvo?
Kaj kie estas tiuj limoj?
Kaj kiel li estas verema!
Kaj kiel min koncernas tio?
Kaj kiel ni scias tion.
Kaj kiel oni elŝutu ĝin?
Kaj kiel tiuj limoj aspektas?
Kaj kiel vi difinas amasecon?
Kaj kiel vi trejnis prononcon!
Kaj kio entute estas individuismo?
Kaj kio estas kapraj tiriĝoj?
